hallmark_name	comparison	pathway_score_difference	tukey_p_value	cg	library_type	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_FATTY_ACID_METABOLISM	Recurrence-Deceased	0.0883974603768661	0.4569115710035724	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_FATTY_ACID_METABOLISM	Progressive-Diagnosis	-0.019917314242351603	0.9957473418317129	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_FATTY_ACID_METABOLISM	Recurrence-Diagnosis	0.15034658087328637	0.30209712321318727	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_FATTY_ACID_METABOLISM	Recurrence-Progressive	0.17026389511563797	0.029761531036463285	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT	Diagnosis-Deceased	0.3161061258607797	0.44032029517823423	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT	Progressive-Deceased	0.2195380138325882	0.4751439429890747	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT	Recurrence-Deceased	0.2234517626224483	0.37519318819267	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT	Progressive-Diagnosis	-0.09656811202819149	0.9628551836625716	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT	Recurrence-Diagnosis	-0.09265436323833137	0.9616581065888464	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT	Recurrence-Progressive	0.003913748789860116	0.9999892240253039	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Diagnosis-Deceased	-0.11439660234833487	0.8542382290302404	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Progressive-Deceased	-0.04894547723697441	0.9643185273428204	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Recurrence-Deceased	-0.0433041477308159	0.966473932549955	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Progressive-Diagnosis	0.06545112511136046	0.9651443803432437	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Recurrence-Diagnosis	0.07109245461751897	0.9491572885823697	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Recurrence-Progressive	0.00564132950615851	0.9999032829279635	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Diagnosis-Deceased	0.13650508192296862	0.48758976692693645	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Progressive-Deceased	-0.09637821997104198	0.5081633954430249	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Recurrence-Deceased	0.015430071648050922	0.9943443251623747	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Progressive-Diagnosis	-0.23288330189401057	0.08727919893182212	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Recurrence-Diagnosis	-0.12107501027491768	0.5230444760032523	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Recurrence-Progressive	0.1118082916190929	0.2534113915232138	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Diagnosis-Deceased	-0.04251563177814614	0.9828540952791452	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Progressive-Deceased	-0.019339341520624317	0.9955935589871379	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Recurrence-Deceased	0.1390037828692691	0.29350366893002455	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Progressive-Diagnosis	0.023176290257521825	0.9968917854126496	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Recurrence-Diagnosis	0.18151941464741522	0.35908146852570444	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Recurrence-Progressive	0.1583431243898934	0.1582777604305119	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HYPOXIA	Diagnosis-Deceased	-0.24322529552580816	0.6696185837151396	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HYPOXIA	Progressive-Deceased	-0.23005651820310744	0.4619531504717057	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HYPOXIA	Recurrence-Deceased	-0.2285740024358144	0.3823490688914303	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HYPOXIA	Progressive-Diagnosis	0.01316877732270072	0.9999055356213551	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HYPOXIA	Recurrence-Diagnosis	0.014651293089993744	0.9998477306818057	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_HYPOXIA	Recurrence-Progressive	0.0014825157672930245	0.9999994663321168	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Diagnosis-Deceased	-0.0375481804503317	0.9988277827779892	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Progressive-Deceased	-0.10160844535386138	0.9455970411617224	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Recurrence-Deceased	-0.06165681139325824	0.982386364911648	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Progressive-Diagnosis	-0.06406026490352967	0.9938556827161884	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Recurrence-Diagnosis	-0.024108630942926534	0.9996070954389931	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Recurrence-Progressive	0.03995163396060314	0.9941039431674024	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Diagnosis-Deceased	-0.07240334615042249	0.9912541830971462	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Progressive-Deceased	-0.09482457119738696	0.9521992993076489	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Recurrence-Deceased	0.028667997216142216	0.9980201373527026	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Progressive-Diagnosis	-0.022421225046964477	0.9997113158949176	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Recurrence-Diagnosis	0.1010713433665647	0.971353874002759	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Recurrence-Progressive	0.12349256841352918	0.8533438246896142	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Diagnosis-Deceased	-0.10939649439241717	0.9832831484010185	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Progressive-Deceased	-0.1002197619555496	0.9672114169125949	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Recurrence-Deceased	-0.005647001279475927	0.9999913327634802	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Progressive-Diagnosis	0.009176732436867563	0.9999887725521501	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Recurrence-Diagnosis	0.10374949311294124	0.9820804589788213	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Recurrence-Progressive	0.09457276067607367	0.9564467284968582	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Diagnosis-Deceased	0.12769238888695156	0.9268145485847107	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Progressive-Deceased	-0.0027798980251416694	0.9999976658759807	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Recurrence-Deceased	0.12381738241591989	0.8011590980346484	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Progressive-Diagnosis	-0.13047228691209323	0.9172392285198917	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Recurrence-Diagnosis	-0.0038750064710316723	0.9999969798890411	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Recurrence-Progressive	0.12659728044106155	0.7601100386857793	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	Diagnosis-Deceased	0.09173134939821886	0.9754960648833988	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	Progressive-Deceased	-0.015938380480381986	0.9996367160864323	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	Recurrence-Deceased	0.08087348407095496	0.9435439610248875	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	Progressive-Diagnosis	-0.10766972987860085	0.9587171391334386	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	Recurrence-Diagnosis	-0.010857865327263905	0.9999449627325865	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	Recurrence-Progressive	0.09681186455133695	0.8930964928727341	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	Diagnosis-Deceased	-0.08062110640011819	0.6663167354173906	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	Progressive-Deceased	-0.019378394638515622	0.9806476338122634	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	Recurrence-Deceased	-0.07846477417309797	0.3488044026469923	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	Progressive-Diagnosis	0.061242711761602564	0.8088328850138855	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	Recurrence-Diagnosis	0.002156332227020219	0.9999864492951809	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	Recurrence-Progressive	-0.059086379534582345	0.5373684242603393	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_UP	Diagnosis-Deceased	0.09554383673674924	0.9650571151507759	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_UP	Progressive-Deceased	-0.06070146204963264	0.9758548599462227	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_UP	Recurrence-Deceased	-0.04058487747554526	0.9899247017968806	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_UP	Progressive-Diagnosis	-0.15624529878638188	0.8602524142141669	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_UP	Recurrence-Diagnosis	-0.1361287142122945	0.8874810658224996	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_UP	Recurrence-Progressive	0.02011658457408738	0.9984931694222718	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_MITOTIC_SPINDLE	Diagnosis-Deceased	0.3052070989640226	0.2288531725626919	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_MITOTIC_SPINDLE	Progressive-Deceased	0.11483563373823073	0.7336791109956922	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_MITOTIC_SPINDLE	Recurrence-Deceased	0.25327372352589317	0.08964793302778873	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_MITOTIC_SPINDLE	Progressive-Diagnosis	-0.19037146522579185	0.5934735113874163	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_MITOTIC_SPINDLE	Recurrence-Diagnosis	-0.051933375438129425	0.9829291487286588	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_MITOTIC_SPINDLE	Recurrence-Progressive	0.13843808978766242	0.48103345393424446	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_MTORC1_SIGNALING	Diagnosis-Deceased	-0.06545367051286533	0.9727976732325684	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_MTORC1_SIGNALING	Progressive-Deceased	0.07260951458733816	0.9116516243886678	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_MTORC1_SIGNALING	Recurrence-Deceased	0.09935228408245231	0.7543412966609928	Medulloblastoma	merged	1	FALSE	FALSE
HALLMARK_MTORC1_SIGNALING	Progressive-Diagnosis	0.1380631851002035	0.7909013211025127	Medulloblastoma	merged	1	FALSE	FALSE
